No.,Company,Area,Sub Area,Reportor,Contractor,Type of finding,Topic,Details,Corrective Action,Issue Date,Due Date,Status
1190,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Housekeeping,น้ำขังบนหลังคาผ้าใบชั้น 6 เสี่ยงที่โครงสร้างนั่งร้านจะพังลงมา,,9/25/2021,9/26/2021,Closed
1191,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Housekeeping,ไม่มีถุงคลุมป้องกันสิ่งปนเปื้อนเข้าไปในท่อ,,9/25/2021,9/26/2021,Closed
1192,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Work at height,หลังคาเตาไม่มี Handrail กันตก,,9/25/2021,9/26/2021,Closed
1193,MOC,Olefins2,M-S380,Uthai T.,TR,Unsafe Condition,CSE,งานรื้อถอนนั่งร้านมีแสงสว่างในที่อับอากาศไม่เพียงพอ (OLE-Ccon-006),,9/25/2021,9/25/2021,Closed
1194,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Action,Lifting,งานประกอบฝา Shadow Box ใช้ Hook Safety Harness เกาะ เพื่อยกุปกรณ์แทนการใช้รอก,,9/25/2021,9/25/2021,Closed
1195,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,SL Performance,มี Safety Lead ดูแลงานพร้อมกัน 3 จุด,,9/25/2021,9/25/2021,Closed
1196,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Scaffolding,Plate รองนั่งร้านไม่ได้ผูกมัดกันตก,,9/26/2021,9/26/2021,Closed
1197,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Lifting,จำนวน Pipe ที่ใช้ต๋งอุปกรณ์รับน้ำหนักไม่เหมาะสมทำให้ Grating ยุบ,,9/26/2021,9/26/2021,Closed
1198,MOC,Olefins2,T-S500,Nakarin S.,LT,Unsafe Condition,Housekeeping,นั่งร้านกองไว้ไม่ได้จัดเก็บออกจากพื้นที่,,9/26/2021,9/27/2021,Closed
1199,MOC,TFU,TK-1010B,Tatsanai P.,WTM,Unsafe Condition,Scaffolding,นั่งร้านด้านหน้าทางเข้า Tank เป็น Tag แดง,,9/26/2021,9/27/2021,Closed
1200,MOC,TFU,TK-1010B,Tatsanai P.,INSEE,Unsafe Condition,Chemical Work,ปั๊มดูดของรถในงานกวาดตะกอนและขนย้าย Naptha รั่ว,,9/26/2021,9/26/2021,Closed
1201,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Work at height,ผู้ปฏิบัติงานทำงานถอดประกอบ ติดตั้งอุปกรณ์อยู่ในจุดเสี่ยงต่อการตก โดยคล้อง Safety Harness จุดที่ไม่มั่นคงแข็งแรง,,9/26/2021,9/26/2021,Closed
1202,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Environmental,งานดึง/ ตัด Tube แสงสว่างไม่เพียงพอ,,9/27/2021,9/27/2021,Closed
1203,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Work at height,งานดึง/ ตัด Tube ช่องเปิดไม่มี Handrail กันตก,,9/27/2021,9/27/2021,Closed
1204,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Lifting,งานดึง/ ตัด Tube ช่างทำจุดแขวนรอกเองโดยไม่ได้คำนวณน้ำหนัก,,9/27/2021,9/27/2021,Closed
1205,MOC,HOT,H-100G,Nakarin S.,RNC,Unsafe Condition,Installation/ Alignment,Lock U-bolt ชั้นเดียว งาน Re-tube TLE (lesson learned tube รูดระหว่างทำงาน),,9/27/2021,9/27/2021,Closed
1206,MOC,HOT,D-940,Orachun S.,WTM,Unsafe Condition,Scaffolding,ปิดล้อมพื้นที่ไม่ครอบคลุม,,9/27/2021,9/27/2021,Closed
1207,MOC,UT,PIT-3060,SWP Audit,WTM,Unsafe Condition,Scaffolding,ทีมงานติดตั้งนั่งร้านยืน/ เหยียบบน Pipe ของ plant,,9/28/2021,9/28/2021,Closed
1208,MOC,UT,PIT-3060,SWP Audit,MOC (Safety),Unsafe Condition,Others,ทางขึ้น PIT-3060 ไม่มี Barricade และป้ายเตือนอันตราย,,9/28/2021,9/28/2021,Closed
1209,MOC,HOT,TK-259,SWP Audit,NALCO,Unsafe Action,Chemical Work,ผู้ปฏิบัติงานโหลดสารเคมีสวมใส่ชุดกันสารเคมีไม่เรียบร้อย,,9/28/2021,9/28/2021,Closed
1210,MOC,HOT,TK-259,SWP Audit,NALCO,Unsafe Action,Chemical Work,ทีมงานโหลดสารเคมีไม่นำ Face shield ขณะทำงาน,,9/28/2021,9/28/2021,Closed
1211,MOC,TFU,TK-1010B,SWP Audit,INSEE,Unsafe Condition,CSE,วางถังออกซิเจนที่หมดแล้วกับ spare ใกล้กัน (แนะนำให้ทำป้ายติดบอกสถานะให้ชัดเจน),,9/28/2021,9/28/2021,Closed
1212,MOC,TFU,TK-1010B,SWP Audit,WTM,Unsafe Condition,Scaffolding,งานติดตั้งนั่งร้าน ไม่มีถุงตาข่ายส่ง Clamp นั่งร้านและวางโดยไม่มี bracing เสี่ยงต่อการตก,,9/28/2021,9/28/2021,Closed
1213,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Lifting,จุดแขวนรอกไม่มีผ้ารองกันบาด,,9/28/2021,9/28/2021,Closed
1214,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Housekeeping,วัสดุกีดขวางพื้นที่ปฏิบัติงาน,,9/28/2021,9/28/2021,Closed
1215,MOC,HOT,H-100G,Nakarin S.,RNC,Unsafe Condition,Installation/ Alignment,ตี Tube เพื่อถอด ทำให้ support tube ตัวอื่นเคลื่อนตัวอาจทำให้ tube หลุดจาก TLE ได้ (แนะนำให้ดึง Tube ตัวที่หลุดขึ้นไปก่อนและ lock ด้วย U-bolt  และให้ติดตั้งนั่งร้านรองด้านล่าง),,9/28/2021,9/28/2021,Closed
1216,MOC,HOT,H-100G,Nakarin S.,RNC,Unsafe Action,Work at height,คล้องเกี่ยว Safety Harness กับอุปกรณ์ Plant,,9/28/2021,9/28/2021,Closed
1217,MOC,UT,PIT-3060,Tiwa A.,WTM,Unsafe Condition,Scaffolding,งานติดตั้งนั่งร้าน ไม่มีป้ายเตือน ระวังอุปกรณ์ควบคุมบริเวณจุดที่ทำงาน,,9/28/2021,9/28/2021,Closed
1218,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Installation/ Alignment,Lock U-bolt ชั้นเดียว งาน Re-tube TLE (lesson learned tube รูดระหว่างทำงาน),,9/28/2021,9/28/2021,Closed
1219,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,Work at height,ปฏิบัติงานใกล้ช่องเปิด ไม่ได้สวมใส่ Safety Harness,,9/28/2021,9/28/2021,Closed
1220,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,Scaffolding,ทำงานบนนั่งร้าน Tag แดง,,9/28/2021,9/28/2021,Closed
1221,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,SL Performance,งาน Cut Y-piece Safety Lead ไม่อยู่ที่หน้างาน (สุเทพ) และลงชื่อใน PTW 2 จุด ทั้งชั้น 4 และชั้น 1,,9/28/2021,9/28/2021,Closed
1222,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Hot Work,ใช้ผ้าใบมุงหลังคา Hot Box,,9/29/2021,9/29/2021,Closed
1223,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Action,Hot Work,ใช้หินเจียรในด้านที่ไม่ถนัดและไม่ปลอดภัย,,9/29/2021,9/29/2021,Closed
1224,MOC,HOT,H-100G,Nakarin S.,RNC,Unsafe Condition,Work at height,ใช้ถุงพลาสติก/ กระสอบผูกเชือกขนย้ายอุปกรณ์ขึ้นที่สูง มีโอกาสขาด ตกลงมาได้ (lesson learned ของตกขณะสาวเชือกขึ้นที่สูง),,9/29/2021,9/29/2021,Closed
1225,MOC,HOT,F-206A,Orachun S.,REPCO (ME),Unsafe Condition,Work at height,Platform มีช่องเปิด,,9/29/2021,9/29/2021,Closed
1226,MOC,HOT,F-206A,Orachun S.,WTM,Unsafe Condition,Insulation,ถุง Insulation ไม่มี Sticker ระบุ,,9/29/2021,9/29/2021,Closed
1227,MOC,HOT,F-206A,Orachun S.,MOC (OPE),Unsafe Condition,Work at height,น็อตยึดบันไดลิงหาย ใช้ลวดมัดแทน,,9/29/2021,12/30/2021,Open
1228,MOC,HOT,D-940,Orachun S.,MOC (OPE),Unsafe Condition,Others,รังผึ้ง,,9/29/2021,9/29/2021,Closed
1229,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,ปิดล้อมผ้ากันไฟไม่มิดชิดงานประกอบเชื่อม Line PG,,9/29/2021,9/29/2021,Closed
1230,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Scaffolding,ใช้ Pipe นั่งร้านงอ ในการตั้งนั่งร้าน,,9/30/2021,9/30/2021,Closed
1231,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Scaffolding,แผ่น plate รองนั่งร้านอยู่ปลายตีนเป็ด ทำให้น้ำหนักไม่ balance บน grating,,9/30/2021,9/30/2021,Closed
1232,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Hot Work,คล้องสาย Argon ที่จุดเดียว ควรเพิ่มจุดคล้องเพื่อถ่ายเทน้ำหนัก,,9/30/2021,9/30/2021,Closed
1233,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Hot Work,Manifold ไม่มี Pressure gauge แสดง และแนะนำให้เพิ่มลวดสำหรับ lock ก็อกที่ไม่ใช้งาน,,9/30/2021,9/30/2021,Closed
1234,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Hot Work,สาย LPG มีสภาพผุกร่อน แนะนำให้ตรวจสอบก่อนใช้งาน,,9/30/2021,9/30/2021,Closed
1235,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Insulation,ถุง Insulation ไม่มี Sticker ระบุ,,9/30/2021,9/30/2021,Closed
1236,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Work at height,น็อตที่ถอดมารอการติดตั้ง/ Clamp นั่งร้าน กองกระจัดกระจาย ไม่มีภาชนะใส่,,9/30/2021,9/30/2021,Closed
1237,MOC,HOT,H-100G,SWP Audit,RNC,Unsafe Condition,Electrical & Grounding,หลอดไฟแสดงสถานะตู้ไฟ แสงอ่อน มองเห็นไม่ชัดเจน,,9/30/2021,9/30/2021,Closed
1238,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Condition,CSE,สายไฟกีดขวางทางเข้า-ออก CSE,,9/30/2021,9/30/2021,Closed
1239,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,CSE,Fire watch ดูแลงาน HW ใน CSE ไม่มีชุด Tyvek,,9/30/2021,9/30/2021,Closed
1240,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,Hot Work,Fire watch ดูแลงาน HW ใน CSE นั่งหลับ,,9/30/2021,9/30/2021,Closed
1241,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,Work at height,ช่างเชื่อมทำงานบนนั่งร้าน ไม่สวมใส่ Safety Harness,,9/30/2021,9/30/2021,Closed
1242,MOC,HOT,H-100G,Vinai V.,RNC,Unsafe Action,SL Performance,Safety Lead งาน CSE ไม่อยู่หน้างาน/ ไม่เข้าไปตรวจสอบงานด้านใน,,9/30/2021,9/30/2021,Closed
1243,MOC,Olefins2,ใต้อาคาร C-S300,Orachun S.,MOC (OPE),Unsafe Condition,Others,ฝารางระบายน้ำเปิดทิ้งไว้ (ใช้กรวยกั้นชั่วคราว),,10/1/2021,10/7/2021,Closed
1244,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Action,Hot Work,"ผู้ปฏิบัติงานประกอบ เชื่อม อุปกรณ์ Line 14"" TLE ไม่สวมใส่ถุงมือ",,10/2/2021,10/2/2021,Closed
1245,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Lifting,สลิงผ้าใบที่ใช้ในงานยกมีสภาพเก่าใกล้ชำรุด,,10/2/2021,10/2/2021,Closed
1246,MOC,TFU,TK-1010B,Tatsanai P.,INSEE,Unsafe Condition,Tools & Equipment,ปลั๊กไฟและไฟส่องแสงสว่างยังไม่ได้ตรวจสภาพประจำเดือน,,10/3/2021,10/3/2021,Closed
1247,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Condition,Lifting,งานยกกาง boom มากกว่า 45 องศา,,10/3/2021,10/3/2021,Closed
1248,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Condition,Work at height,ใช้เชือกฟางผูกมัดเครื่องมือ,,10/3/2021,10/3/2021,Closed
1249,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Action,Safety Management,นำขวดน้ำที่ดื่มแล้วกลับไปแช่ในถังน้ำแข็งที่แช่ขวดใหม่,,10/3/2021,10/3/2021,Closed
1250,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Action,Lifting,Rigger ใส่เสื้อสะท้อนแสงสีเขียว,,10/3/2021,10/3/2021,Closed
1251,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Action,Safety Management,นำอุปกรณ์ PPE ล้างทำความสะอาดที่ Eye washer,,10/3/2021,10/3/2021,Closed
1252,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Action,Housekeeping,แขวนเสื้อทิ้งไว้ที่หน้างาน,,10/3/2021,10/3/2021,Closed
1253,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Tools & Equipment,Blower ไม่ได้ inspect ประจำเดือน,,10/3/2021,10/3/2021,Closed
1254,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Tools & Equipment,Pressure gauge ไม่ได้ inspect ประจำเดือน,,10/3/2021,10/3/2021,Closed
1255,MOC,HOT,H-100G,Orachun S.,RNC,Unsafe Condition,Lifting,Safety Latch รอกโซ่ที่นำมาใช้มีสภาพชำรุด ,,10/3/2021,10/3/2021,Closed
1256,MOC,HOT,H-100G,Orachun S.,MOC (OPE),Unsafe Condition,Others,ฝาตะแกรงและ Cap Line D-Coke หลุด,,10/3/2021,10/10/2021,Closed
1257,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Action,Lifting,ใช้รอกดึงอุปกรณ์แทนกำมะลอ (ใช้อุปกรณ์ผิดประเภท),,10/4/2021,10/4/2021,Closed
1258,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Condition,Work at height,ประแจที่นำมาใช้งานไม่มีเชือกผูก,,10/4/2021,10/4/2021,Closed
1259,MOC,HOT,H-100G,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,ใช้หินเจียรปัดแต่งแนวเชื่อม โดยไม่ได้ปิดล้อมผ้ากันไฟ,,10/4/2021,10/4/2021,Closed
1260,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Work at height,ช่องเปิดบริเวณ TLE ไม่ได้ปิดกั้น,,10/5/2021,10/5/2021,Closed
1261,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Action,Housekeeping,แขวนอุปกรณ์ PPE ไว้กับอุปกรณ์ Plant,,10/5/2021,10/5/2021,Closed
1262,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Condition,Lifting,รอกและสลิงผ้าใบไม่ได้ตรวจสภาพประจำเดือนวางไว้ที่หน้างาน,,10/5/2021,10/5/2021,Closed
1263,MOC,HOT,H-100G,Thongmai U.,RNC,Unsafe Action,Scaffolding,ขนย้ายอุปกรณ์นั่งร้านด้วยรถเข็นธรรมดา,,10/5/2021,10/5/2021,Closed
1264,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Condition,Work at height,ใช้โซ่ขาวแดงปิดกั้นช่องเปิด,,10/5/2021,10/5/2021,Closed
1265,MOC,UT,PIT-3060,SWP Audit,HDS,Unsafe Condition,Work at height,ทางขึ้นบ่อ PIT ไม่มี Handrail กันตก,,10/5/2021,10/5/2021,Closed
1266,MOC,UT,PIT-3060,Tiwa A.,HDS,Unsafe Action,Safety Management,ไม่มี Sticker แยกกลุ่มทำงานตามมาตรการ COVID-19,,10/5/2021,10/5/2021,Closed
1267,MOC,UT,PIT-3060,SWP Audit,WTM,Unsafe Condition,Scaffolding,นั่งร้านเป็นสนิม,,10/5/2021,10/5/2021,Closed
1268,MOC,UT,PIT-3060,SWP Audit,HDS,Unsafe Condition,Lifting,งานยกใช้รอกโซ่รับน้ำหนักอุปกรณ์โดยไม่มีสลิงรองรับ ป้องกันกรณีเกิดการรูด,,10/5/2021,10/5/2021,Closed
