FindingNo,Area,SubArea,Contractor,TypeOfFinding,Topic,Details,TranslateDetails
403,Blownfilm,Unknown,Unknown,Unsafe Condition,Unknown,ตรวจพบอุปกรณ์ไฟฟ้าไม่ผ่านการตรวจสภาพ และ สภาพชำรุดแต่ยังมีการนำมาใช้งาน และ พบรถเข็นสี-น้ำยา ไม่มีภาชนะในการกักเก็บในกรณีมาการหกรั่วไหล,"Detected electrical equipment that has not been inspected and damaged condition, but is still being used and found a cart of paint - reagent There is no containment container in case of spillage."
404,Warehouse Site 3,Unknown,Unknown,Unsafe Condition,Unknown,พบจุดที่มีการเก็บกระป๋องสีและทินเนอร์ Valve ของ Bun มีการเปิดทิ้งไว้ ,"Found where Bun's paint cans and thinner valves were stored, were left open."
405,Warehouse Site 3,Unknown,Unknown,Unsafe Condition,Unknown,จุดเก็บสียังไม่มีป้าย SDS,The color collection point does not yet have an SDS label.
406,Pilot plant complex,Unknown,Unknown,Unsafe Action,Unknown,ชื่อผู้ควบคุมปั่นจั่น และ ผู้บังคับปั่นจั่น เป็นชื่อเดียวกัน และผู้ขออนุญาตไม่ได้เช็คตรวจสอบมาตรการความปลอดภัยในหัวข้อที่ 2.1,The name of the operator and the operator. the same name and the applicant did not check the safety measures in section 2.1
407,GA Site7,Unknown,Unknown,Unsafe Condition,Unknown,พบถังดับเพลิง สภาพไม่พร้อมใช้งาน ถังมีสนิม เข็มวัดแรงดันภายในถังตก,found a fire extinguisher Unusable condition. The tank is rusted. The pressure gauge inside the tank has dropped.
408,HDPE2,Unknown,Unknown,Unsafe Action,Unknown,มีกำหนด Simple lock แต่ไม่มีการลงข้อมูลรายละเอียด ซึ่งใน JSA มีมาตรการกำหนดไว้,"Simple lock is set, but no detailed information is included, which in the JSA has measures set."
409,CPD Pipe Site3,Unknown,Unknown,Unsafe Action,Unknown,มีกำหนดการ Lock Off LOYO ใน JSA แต่ไม่มีการลงข้อมูลรายละเอียด ที่ Work Permit  ,"Lock Off LOYO is scheduled in JSA, but no details are posted at Work Permit."
410,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,ใน JSA ระบุไว้ว่ามีการ Test Run หลังแก้ไขเสร็จ แต่ไม่มีการลงรายละเอียดงานที่เกี่ยวข้องกับไฟฟ้า ที่ Work Permit  ,In the JSA it states that there is a test run after editing. But no details of work related to electricity at Work Permit
411,CPD Pipe Site3,Unknown,Unknown,Unsafe Action,Unknown,พบเอกสารเป็น Rev.เก่า,Found documents as old Rev.
412,Blownfilm,Unknown,Unknown,Unsafe Condition,Unknown,พบห้องไฟฟ้ามีอุปกรณ์ของทีมซ่อม ME เก็บไว้ด้านในซึ่งมีทั้งน้ำมัน สารไวไฟ และ กระดาษ,"The electrical room was found with the ME repair team's equipment stored inside containing oil, flammable substances and paper."
413,Warehouse Site 3,Unknown,Unknown,Unsafe Action,Unknown,พบฝารางระบายน้ำสภาพชำรุด,The drain cover was found damaged.
414,PP1,Unknown,Unknown,Unsafe Condition,Unknown,ฝารางระบายน้ำแตก,broken manhole cover
415,CPD Pipe Site3,Unknown,Unknown,Unsafe Action,Unknown,"ประเเมิน JSA ไม่ครอบคลุม
 เนื่องจากพบมีการสาวรอกด้านบนแต่ใน JSA ไม่มีประเมินการทำงานที่สูงและ มาตรการป้องกัน","The JSA assessment is not comprehensive.
 Because found there is a pulley girl above but in JSA there is no high rating and work. preventive measures"
416,CPD Pipe Site3,Unknown,Unknown,Unsafe Action,Unknown,มีกำหนด Simple lock แต่ไม่มีการลงข้อมูลรายละเอียด ซึ่งใน JSA มีมาตรการกำหนดไว้,"Simple lock is set, but no detailed information is included, which in the JSA has measures set."
417,CPD Pipe Site3,Unknown,Unknown,Unsafe Action,Unknown,"ประเเมิน JSA ไม่ครอบคลุม
 เนื่องจากใน Work Permit ลักษณะงานเป็นงานตัด Support แล lineท่อโดยใช้เลื่อยในการตัด แต่ใน JSA ไม่มีประเมินการทำงานตัดด้วยเลื่อยไฟฟ้า และ มาตรการป้องกัน","The JSA assessment is not comprehensive.
 Because in the Work Permit, the nature of work is cutting support and line pipes by using saws to cut, but in JSA there is no assessment of cutting work with electric saws and preventive measures."
418,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,พบเอกสาร WAH ไม่ Up Date,"WAH document found, not up date"
419,Bagging Site3,Unknown,Unknown,Unsafe Condition,Unknown,มีการปิดกั้นพื้นที่แต่ไม่มีเอกสารชี้บ่งที่จุดปิกกั้น,"There is a blockade in the area, but there is no document to identify it at the blocking point."
420,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,พบเอกสาร WAH ไม่ Up Date,"WAH document found, not up date"
421,HDPE4,Unknown,Unknown,Unsafe Action,Unknown,Hot work certifcate เป็น Revised 7 ซึ่งไม่ใช่ เอกสาร Revised ปัจจุบัน,Hot work certifcate is Revised 7 which is not the current Revised document.
422,HDPE4,Unknown,Unknown,Unsafe Action,Unknown,Hot work certifcate เป็น Revised 7 ซึ่งไม่ใช่ เอกสาร Revised ปัจจุบัน,Hot work certifcate is Revised 7 which is not the current Revised document.
423,LDPE,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพบ MASK ไม่ระบุวันและเวลาที่นำมาใช้และไม่สามารถระบุวันที่นำใช้และวันเปิดออกจากซอง,It was found that the MASK did not specify the date and time of use and was unable to specify the date of use and the date of unpacking.
424,Catalyst&Pilot plant,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพบผู้ร่วมธุรกิจ ยาแนว Silicone ไม่สวมใส่ MASK ป้องกันอันตรายเพราะ Silicone มีกลิ่นกรดรุนแรงอันตรายกับระบบทางเดินหายใจ,Inspect business associates. Silicone sealant does not wear MASK to prevent danger because silicone has a strong acidic odor that is dangerous to the respiratory system.
425,PP2,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพบ JSA ขาดการประเมินในหัวข้อที่ 5 ,It was found that the JSA lacked assessment in Section 5.
