FindingNo,Area,SubArea,Contractor,TypeOfFinding,Topic,Finding,Frequency,CleansingFinding,TranslateFinding
2102,HOT,H-100G,RNC,Unsafe Action,Hot Work,Fire watch ดูแลงาน HW ใน CSE นั่งหลับ,1,fire watch ดูแลงาน hw ใน cse นั่งหลับ,fire watch taking care of hw tasks in cse sitting asleep
3383,HOT,H-100D,RNC,Unsafe Action,Work at height,ไม่สวมใส่ Safety Harness ขณะทำงานบนนั่งร้าน,32,ไม่สวมใส่ safety harness ขณะทำงานบนนั่งร้าน,Do not wear a safety harness while working on scaffolding.
3507,UT,UT,UT,Unsafe Condition,Others,ปรับปรุงช่องเปิดฝารางระบายน้ำที่มีขนาดใหญ่,1,ปรับปรุงช่องเปิดฝารางระบายน้ำที่มีขนาดใหญ่,Improve the opening of the large drain cover.
2108,TFU,TK-1010B,INSEE,Unsafe Condition,Tools & Equipment,ปลั๊กไฟและไฟส่องแสงสว่างยังไม่ได้ตรวจสภาพประจำเดือน,1,ปลั๊กไฟและไฟส่องแสงสว่างยังไม่ได้ตรวจสภาพประจำเดือน,Power sockets and lighting have not been checked for menstruation.
2109,UT,PIT-3060,HDS,Unsafe Condition,Lifting,งานยกกาง boom มากกว่า 45 องศา,1,งานยกกาง boom มากกว่า 45 องศา,Boom lifting work more than 45 degrees
1910,HOT,H-100E,RNC,Unsafe Condition,Work at height,วางเครื่องมือไว้หมิ่นต่อการตกจากที่สูง,4,วางเครื่องมือไว้หมิ่นต่อการตกจากที่สูง,Place the tool on the verge of falling from a height.
2111,UT,PIT-3060,HDS,Unsafe Action,Safety Management,นำขวดน้ำที่ดื่มแล้วกลับไปแช่ในถังน้ำแข็งที่แช่ขวดใหม่,1,นำขวดน้ำที่ดื่มแล้วกลับไปแช่ในถังน้ำแข็งที่แช่ขวดใหม่,Place the used water bottle back in the ice bucket where the new bottle was placed.
2325,HOT,CT-300,REPCO (MER),Unsafe Action,Lifting,Rigger ใส่เสื้อสะท้อนแสงสีน้ำเงิน,20,rigger ใส่เสื้อสะท้อนแสงสีน้ำเงิน,Rigger wears a blue reflective vest.
3295,UT,New Clarify,Profess Con,Unsafe Action,PPE,ใช้ PPE(ถุงมือ) ที่ชำรุด ให้ตรวจสอบทำการเปลี่ยน,1,ใช้ ppeถุงมือ ที่ชำรุด ให้ตรวจสอบทำการเปลี่ยน,"Use damaged ppe gloves, inspect and replace."
2114,HOT,H-100G,RNC,Unsafe Action,Housekeeping,แขวนเสื้อทิ้งไว้ที่หน้างาน,1,แขวนเสื้อทิ้งไว้ที่หน้างาน,Leave the shirt hanging on the job site.
3466,ARU,F-800,REPCO (ME),Unsafe Condition,Water jet,เครื่อง Water jet ไม่ได้ตรวจสอบ/ inspect ตามรอบเดือน,2,เครื่อง water jet ไม่ได้ตรวจสอบ/ inspect ตามรอบเดือน,The water jet machine does not check / inspect according to the menstrual cycle.
3376,HOT,H-100D,HDS,Unsafe Condition,Water jet,ไม่ได้ติดตั้ง Pressure gauge ที่ Manifold,1,ไม่ได้ติดตั้ง pressure gauge ที่ manifold,The pressure gauge is not installed in the manifold.
2118,HOT,H-100G,MOC (OPE),Unsafe Condition,Others,ฝาตะแกรงและ Cap Line D-Coke หลุด,1,ฝาตะแกรงและ cap line d-coke หลุด,The grille cap and cap line d-coke fell off.
2123,HOT,H-100G,RNC,Unsafe Action,Housekeeping,แขวนอุปกรณ์ PPE ไว้กับอุปกรณ์ Plant,1,แขวนอุปกรณ์ ppe ไว้กับอุปกรณ์ plant,Hang the ppe device to the plant device.
1509,Interpipe,-,R-Five,Unsafe Condition,Tools & Equipment,สลิงผ้าใบไม่ได้ตรวจสภาพ (ไม่มี Tag),6,สลิงผ้าใบไม่ได้ตรวจสภาพ ไม่มี tag,The canvas sling has not been inspected and has no tag.
2128,UT,PIT-3060,HDS,Unsafe Action,Safety Management,ไม่มี Sticker แยกกลุ่มทำงานตามมาตรการ COVID-19,1,ไม่มี sticker แยกกลุ่มทำงานตามมาตรการ covid-19,There is no sticker to separate working groups according to covid-19 measures.
2041,HOT,H-100A,WTM,Unsafe Condition,Scaffolding,อุปกรณ์นั่งร้านเป็นสนิม/ ชำรุด,45,อุปกรณ์นั่งร้านเป็นสนิม/ ชำรุด,The scaffolding equipment is rusty/damaged.
2131,UT,PIT-3060,REPCO (MES),Unsafe Condition,Lifting,Manbasket หุ้มผ้ารองกันจุดหนีบกระแทกไม่ครอบคลุม,1,manbasket หุ้มผ้ารองกันจุดหนีบกระแทกไม่ครอบคลุม,"The manbasket is covered with protective cloth, the impact point is not covered."
1147,Olefins2,A1,TTCL,Unsafe Condition,Housekeeping,กองอุปกรณ์ และ Scrap,3,กองอุปกรณ์ และ scrap,Pile of equipment and scrap
1627,Olefins2,P2,ATI-LT,Unsafe Condition,Scaffolding,งานขนย้ายนั่งร้าน ปิดล้อมธงขาวแดงระดับเหนือศีรษะ,14,งานขนย้ายนั่งร้าน ปิดล้อมธงขาวแดงระดับเหนือศีรษะ,Scaffolding Surrounded by red and white flags overhead.
2553,ARU,Z-800,SUEZ,Unsafe Action,Chemical Work,งาน load chemical ผู้ให้สัญญาณไม่สวมเสื้อสะท้อนแสง,5,งาน load chemical ผู้ให้สัญญาณไม่สวมเสื้อสะท้อนแสง,Load chemical job. Signalers do not wear reflective vests.
2137,TFU,P-1210B,REPCO (ME),Unsafe Action,PPE,งาน change lube oil ใช้ถุงมือผ้า (แจ้งว่าถุงมือไนโตรหมด),1,งาน change lube oil ใช้ถุงมือผ้า แจ้งว่าถุงมือไนโตรหมด,"The change lube oil event uses cloth gloves, informs them that the nitro gloves are out of stock."
3415,ARU,Z-800,WTM,Unsafe Condition,Scaffolding,ปิดล้อมพื้นที่กีดขวางอุปกรณ์ดับเพลิง,12,ปิดล้อมพื้นที่กีดขวางอุปกรณ์ดับเพลิง,Enclose the area to obstruct the fire fighting equipment.
2356,TFU,FV-2081,WTM,Unsafe Action,Work at height,ผู้ปฏิบัติงานไม่คล้องเกี่ยว Safety Harness,15,ผู้ปฏิบัติงานไม่คล้องเกี่ยว safety harness,The operator is not entangled in the safety harness.
2140,UT,PIT-3060,MOC (Safety),Unsafe Condition,Others,16:10-17:00 ค่า lightning เป็นสีแดง,1,1610-1700 ค่า lightning เป็นสีแดง,1610-1700 Lightning is red.
2141,TFU,TK-1010B,INSEE,Unsafe Condition,Tools & Equipment,โคมไฟไม่ได้ใช้งาน มีน้ำเข้า ,1,โคมไฟไม่ได้ใช้งาน มีน้ำเข้า,"The lamp is not working, there is water in it."
2143,TFU,TK-1010B,INSEE,Unsafe Action,CSE,ผู้ไม่เกี่ยวข้องเดินเหยียบ Air line ด้านหน้าปาก manhole,1,ผู้ไม่เกี่ยวข้องเดินเหยียบ air line ด้านหน้าปาก manhole,An unrelated person walks on the air line in front of the mouth of the manhole.
2144,HOT,D-203,REPCO (MES),Unsafe Action,Lifting,ทีมงานนั่งฝาท้ายรถเฮี้ยบ,1,ทีมงานนั่งฝาท้ายรถเฮี้ยบ,The team sits in the back cover of the car.
3117,HOT,H-100B,RNC,Unsafe Condition,Housekeeping,แขวน Safety Harness (ที่ไม่ใช้งาน) กับ Valve Plant,8,แขวน safety harness ที่ไม่ใช้งาน กับ valve plant,Hang the inactive safety harness to the valve plant.
