ID,TagName,Description,Area
33376,HSFI107C-4YZ_MOS,H100C DS    PASS#4,HOT
33377,HSFI102C_MOS,H100C LIQ INDV. PASS SUM,HOT
33378,HS147C,H-100C MODE SELECTION,HOT
33379,HS140C,H-100C BRNR HRN/BEC,HOT
33380,HSTAHH127C,H-100C FG HRN/BEC,HOT
33381,HS100C_MES,H100C       MOS ENABLE,HOT
33382,HSFALL101C_BS,H100C LIQ FEED BYP,HOT
33383,HSFALL107C_BS,H100C     DS BYP,HOT
33384,HS101C,H100C LIQ   FEED VALVE,HOT
33385,HS104C,H100C       DMDS VALVE,HOT
33386,XV114C,H100C WALL  BNR VALVE,HOT
33387,XV105C,H100C MAIN  FG VALVE,HOT
33388,HS115C,H100C       BFW VALVE,HOT
33389,XV106C,H100C MAIN  FG VALVE,HOT
33390,HS112C-01,H100C       SUP BNR#1,HOT
33391,HS112C-02,H100C       SUP BNR#2,HOT
33392,HS112C-03,H100C       SUP BNR#3,HOT
33393,HS112C-04,H100C       SUP BNR#4,HOT
33394,HS112C-05,H100C       SUP BNR#5,HOT
33395,HS112C-06,H100C       SUP BNR#6,HOT
33396,HS112C-07,H100C       SUP BNR#7,HOT
33397,HS112C-08,H100C       SUP BNR#8,HOT
33398,HS112C-09,H100C       SUP BNR#9,HOT
33399,HS112C-10,H100C       SUP BNR#10,HOT
33400,XV108C,H100C       BNR LT VALVE,HOT
33401,XV109C,H100C BTM   BNR LT VALVE,HOT
33402,XV110C,H100C WALL  BNR LT VALVE,HOT
33403,XV111C,H100C FG LT VENT VALVE,HOT
33404,XV107C,H100C FG     VENT VALVE,HOT
33405,XV113C-01,H100C       IGN'R BNR#1,HOT
33406,XV113C-02,H100C       IGN'R BNR#2,HOT
33407,XV113C-03,H100C       IGN'R BNR#3,HOT
33408,XV113C-04,H100C       IGN'R BNR#4,HOT
33409,XV113C-05,H100C       IGN'R BNR#5,HOT
33410,XV113C-06,H100C       IGN'R BNR#6,HOT
33411,XV113C-07,H100C       IGN'R BNR#7,HOT
33412,XV113C-08,H100C       IGN'R BNR#8,HOT
33413,XV113C-09,H100C       IGN'R BNR#9,HOT
33414,XV113C-10,H100C       IGN'R BNR#10,HOT
33415,HS158C,HS158C      OFF HORN,HOT
33416,HS134C,H-100C START BNR LT,HOT
33417,HS135C,H-100C STOP/RESET BNR LT,HOT
33418,HSI101C_RS,H-100C SD-1 RESET,HOT
33419,HSI102C_RS,H-100C SD-2 RESET,HOT
33420,HSXV105C_RS,H-100C MAIN FG BNR RESET,HOT
33421,HS155C,H-100C START WALL BNR LT,HOT
33422,HS156C,BURNER      LEAK TEST,HOT
33423,HSXV114C_RS,H-100C WALL BNR RESET,HOT
33424,SCS0219OEN_RS,Output Enabl Command,HOT
33425,BE-102C-01,BE-102C-01       H-100C ,HOT
33426,BE102C-01_LF,BE102C-01_LF     H-100C ,HOT
33427,BE-102C-02,BE-102C-02       H-100C ,HOT
33428,BE102C-02_LF,BE102C-02_LF     H-100C ,HOT
33429,BE-102C-03,BE-102C-03       H-100C ,HOT
33430,BE102C-03_LF,BE102C-03_LF     H-100C ,HOT
33431,BE-102C-04,BE-102C-04       H-100C ,HOT
33432,BE102C-04_LF,BE102C-04_LF     H-100C ,HOT
33433,BE-102C-05,BE-102C-05       H-100C ,HOT
33434,BE102C-05_LF,BE102C-05_LF     H-100C ,HOT
33435,BE-102C-06,BE-102C-06       H-100C ,HOT
33436,BE102C-06_LF,BE102C-06_LF     H-100C ,HOT
33437,BE-102C-07,BE-102C-07       H-100C ,HOT
33438,BE102C-07_LF,BE102C-07_LF     H-100C ,HOT
33439,BE-102C-08,BE-102C-08       H-100C ,HOT
33440,BE102C-08_LF,BE102C-08_LF     H-100C ,HOT
33441,BE-102C-09,BE-102C-09       H-100C ,HOT
33442,BE102C-09_LF,BE102C-09_LF     H-100C ,HOT
33443,BE-102C-10,BE-102C-10       H-100C ,HOT
33444,BE102C-10_LF,BE102C-10_LF     H-100C ,HOT
33445,BX101C-01_LF,BX101C-01_LF     H-100C ,HOT
33446,BX101C-02_LF,BX101C-02_LF     H-100C ,HOT
33447,BX101C-03_LF,BX101C-03_LF     H-100C ,HOT
33448,BX101C-04_LF,BX101C-04_LF     H-100C ,HOT
33449,BX101C-05_LF,BX101C-05_LF     H-100C ,HOT
33450,BX101C-06_LF,BX101C-06_LF     H-100C ,HOT
33451,BX101C-07_LF,BX101C-07_LF     H-100C ,HOT
33452,BX101C-08_LF,BX101C-08_LF     H-100C ,HOT
33453,BX101C-09_LF,BX101C-09_LF     H-100C ,HOT
33454,BX101C-10_LF,BX101C-10_LF     H-100C ,HOT
33455,FI101C_ASO,FI101C_ASO       H-100C ,HOT
33456,FI107C-1Z_ASO,FI107C-1Z_ASO    H-100C ,HOT
33457,FI107C-2Z_ASO,FI107C-2Z_ASO    H-100C ,HOT
33458,FI107C-3Z_ASO,FI107C-3Z_ASO    H-100C ,HOT
33459,FI107C-4Z_ASO,FI107C-4Z_ASO    H-100C ,HOT
33460,XA118C-BS,XA118C-BS        H-100C ,HOT
33461,HS148C_LF,HS148C_LF        H-100C ,HOT
33462,HSH100C-SD1A_LF,HSH100C-SD1A_LF  H-100C ,HOT
33463,HSH100C-SD1B_LF,HSH100C-SD1B_LF  H-100C ,HOT
33464,HSH100C-SD1C_LF,HSH100C-SD1C_LF  H-100C ,HOT
33465,HAH100C-SD1,HAH100C-SD1      H-100C ,HOT
33466,HSH100C-SD2AA_LF,HSH100C-SD2AA_LF H-100C ,HOT
33467,HSH100C-SD2AB_LF,HSH100C-SD2AB_LF H-100C ,HOT
33468,HSH100C-SD2AC_LF,HSH100C-SD2AC_LF H-100C ,HOT
33469,HAH100C-SD2A,HAH100C-SD2A     H-100C ,HOT
33470,HSH100C-SD2BA_LF,HSH100C-SD2BA_LF H-100C ,HOT
33471,HSH100C-SD2BB_LF,HSH100C-SD2BB_LF H-100C ,HOT
33472,HSH100C-SD2BC_LF,HSH100C-SD2BC_LF H-100C ,HOT
33473,HAH100C-SD2B,HAH100C-SD2B     H-100C ,HOT
33474,HSXV116C-CL_LF,HSXV116C-CL_LF   H-100C ,HOT
33475,HSXV116C-OP_LF,HSXV116C-OP_LF   H-100C ,HOT
33476,HSXV117C-CL_LF,HSXV117C-CL_LF   H-100C ,HOT
33477,HSXV117C-OP_LF,HSXV117C-OP_LF   H-100C ,HOT
33478,XSXV116C-CL_LF,XSXV116C-CL_LF   H-100C ,HOT
33479,XSXV116C-OP_LF,XSXV116C-OP_LF   H-100C ,HOT
33480,XSXV116C-EN_LF,XSXV116C-EN_LF   H-100C ,HOT
33481,XSXV117C-CL_LF,XSXV117C-CL_LF   H-100C ,HOT
33482,XSXV117C-OP_LF,XSXV117C-OP_LF   H-100C ,HOT
33483,XSXV117C-EN_LF,XSXV117C-EN_LF   H-100C ,HOT
33484,LAHH101C,LAHH101C         H-100C ,HOT
33485,LAL101C,LAL101C          H-100C ,HOT
33486,LALL101C,LALL101C         H-100C ,HOT
33487,PAH127C,PAH127C          H-100C ,HOT
33488,PAH129C,PAH129C          H-100C ,HOT
33489,PAHH127C,PAHH127C         H-100C ,HOT
33490,PAHH129C,PAHH129C         H-100C ,HOT
33491,PAHH132C,PAHH132C         H-100C ,HOT
33492,PAL127C,PAL127C          H-100C ,HOT
33493,PAL129C,PAL129C          H-100C ,HOT
33494,PALL127C,PALL127C         H-100C ,HOT
33495,PALL129C,PALL129C         H-100C ,HOT
33496,PALL132C,PALL132C         H-100C ,HOT
33497,PAH132C,PAH132C         H-100C F,HOT
33498,PDAH122C,PDAH122C         H-100C ,HOT
33499,PDAHH122C,PDAHH122C        H-100C ,HOT
33500,PDAL122C,PDAL122C         H-100C ,HOT
33501,PDALL122C,PDALL122C        H-100C ,HOT
33502,TAH120C-1,TAH120C-1        H-100C ,HOT
33503,TAH120C-2,TAH120C-2        H-100C ,HOT
33504,TAH120C-3,TAH120C-3        H-100C ,HOT
33505,TAH120C-4,TAH120C-4        H-100C ,HOT
33506,TAH125C,TAH125C          H-100C ,HOT
33507,TAHH120C-1,TAHH120C-1       H-100C ,HOT
33508,TAHH120C-2,TAHH120C-2       H-100C ,HOT
33509,TAHH120C-3,TAHH120C-3       H-100C ,HOT
33510,TAHH120C-4,TAHH120C-4       H-100C ,HOT
33511,TAHH125C,TAHH125C         H-100C ,HOT
33512,TAHH127C,TAHH127C         H-100C ,HOT
33513,TAL123C,TAL123C          H-100C ,HOT
33514,TALL123C,TALL123C         H-100C ,HOT
33515,HA118C-BS,HA118C-BS        H-100C ,HOT
33516,XA124C,XA124C           H-100C ,HOT
33517,XA140C-H_LF,XA140C-H_LF      H-100C ,HOT
33518,XA140C-B_LF,XA140C-B_LF      H-100C ,HOT
33519,XA157C,XA157C           H-100C ,HOT
33520,XAC100C_SP,XAC100C-SP       H-100C ,HOT
33521,XAH100C-SD1,XAH100C-SD1      H-100C ,HOT
33522,XAH100C-SD2,XAH100C-SD2      H-100C ,HOT
33523,XAL141C,XAL141C          H-100C ,HOT
33524,XALL141C,XALL141C         H-100C ,HOT
33525,XALLL141C,XALLL141C        H-100C ,HOT
33526,XATAHH127C-B_LF,XATAHH127C-B_LF  H-100C ,HOT
33527,XATAHH127C-H_LF,XATAHH127C-H_LF  H-100C ,HOT
33528,XEV101C_LF,XEV101C_LF       H-100C ,HOT
33529,XEV104C_LF,XEV104C_LF       H-100C ,HOT
33530,XEV105C_LF,XEV105C_LF       H-100C ,HOT
33531,XEV106C_LF,XEV106C_LF       H-100C ,HOT
33532,XEV107C_LF,XEV107C_LF       H-100C ,HOT
33533,XEV108C_LF,XEV108C_LF       H-100C ,HOT
33534,XEV109C_LF,XEV109C_LF       H-100C ,HOT
33535,XEV110C_LF,XEV110C_LF       H-100C ,HOT
33536,XEV111C_LF,XEV111C_LF       H-100C ,HOT
33537,XEV112C-01_LF,XEV112C-01_LF    H-100C ,HOT
33538,XEV112C-02_LF,XEV112C-02_LF    H-100C ,HOT
33539,XEV112C-03_LF,XEV112C-03_LF    H-100C ,HOT
33540,XEV112C-04_LF,XEV112C-04_LF    H-100C ,HOT
33541,XEV112C-05_LF,XEV112C-05_LF    H-100C ,HOT
33542,XEV112C-06_LF,XEV112C-06_LF    H-100C ,HOT
33543,XEV112C-07_LF,XEV112C-07_LF    H-100C ,HOT
33544,XEV112C-08_LF,XEV112C-08_LF    H-100C ,HOT
33545,XEV112C-09_LF,XEV112C-09_LF    H-100C ,HOT
33546,XEV112C-10_LF,XEV112C-10_LF    H-100C ,HOT
33547,XEV113C-01_LF,XEV113C-01_LF    H-100C ,HOT
33548,XEV113C-02_LF,XEV113C-02_LF    H-100C ,HOT
33549,XEV113C-03_LF,XEV113C-03_LF    H-100C ,HOT
33550,XEV113C-04_LF,XEV113C-04_LF    H-100C ,HOT
33551,XEV113C-05_LF,XEV113C-05_LF    H-100C ,HOT
33552,XEV113C-06_LF,XEV113C-06_LF    H-100C ,HOT
33553,XEV113C-07_LF,XEV113C-07_LF    H-100C ,HOT
33554,XEV113C-08_LF,XEV113C-08_LF    H-100C ,HOT
33555,XEV113C-09_LF,XEV113C-09_LF    H-100C ,HOT
33556,XEV113C-10_LF,XEV113C-10_LF    H-100C ,HOT
33557,XEV114C_LF,XEV114C_LF       H-100C ,HOT
33558,XEV115C_LF,XEV115C_LF       H-100C ,HOT
33559,XL116C-C_LF,XL116C-C_LF      H-100C ,HOT
33560,XL116C-O_LF,XL116C-O_LF      H-100C ,HOT
33561,XL117C-C_LF,XL117C-C_LF      H-100C ,HOT
33562,XL117C-O_LF,XL117C-O_LF      H-100C ,HOT
33563,XSC100C-SP_LF,XSC100C-SP_LF    H-100C ,HOT
33564,XZCL101C_LF,XZCL101C_LF      H-100C ,HOT
33565,XZCL104C_LF,XZCL104C_LF      H-100C ,HOT
33566,XZCL105C_LF,XZCL105C_LF      H-100C ,HOT
33567,XZCL106C_LF,XZCL106C_LF      H-100C ,HOT
33568,XZCL107C_LF,XZCL107C_LF      H-100C ,HOT
33569,XZCL108C_LF,XZCL108C_LF      H-100C ,HOT
33570,XZCL109C_LF,XZCL109C_LF      H-100C ,HOT
33571,XZCL110C_LF,XZCL110C_LF      H-100C ,HOT
33572,XZCL111C_LF,XZCL111C_LF      H-100C ,HOT
33573,XZCL112C-01_LF,XZCL112C-01_LF   H-100C ,HOT
33574,XZCL112C-02_LF,XZCL112C-02_LF   H-100C ,HOT
33575,XZCL112C-03_LF,XZCL112C-03_LF   H-100C ,HOT
33576,XZCL112C-04_LF,XZCL112C-04_LF   H-100C ,HOT
33577,XZCL112C-05_LF,XZCL112C-05_LF   H-100C ,HOT
33578,XZCL112C-06_LF,XZCL112C-06_LF   H-100C ,HOT
33579,XZCL112C-07_LF,XZCL112C-07_LF   H-100C ,HOT
33580,XZCL112C-08_LF,XZCL112C-08_LF   H-100C ,HOT
33581,XZCL112C-09_LF,XZCL112C-09_LF   H-100C ,HOT
33582,XZCL112C-10_LF,XZCL112C-10_LF   H-100C ,HOT
33583,XZCL114C_LF,XZCL114C_LF      H-100C ,HOT
33584,XZCL115C_LF,XZCL115C_LF      H-100C ,HOT
33585,XZCL-116C,XZCL-116C        H-100C ,HOT
33586,XZCL116C_LF,XZCL116C_LF      H-100C ,HOT
33587,XZCL-117C,XZCL-117C        H-100C ,HOT
33588,XZCL117C_LF,XZCL117C_LF      H-100C ,HOT
33589,XZA-116C,XZA-116C         H-100C ,HOT
33590,XZE116C_LF,XZA116C_LF        H-100C,HOT
33591,XZA-117C,XZA-117C         H-100C ,HOT
33592,XZE117C_LF,XZA117C_LF        H-100C,HOT
33593,XZI113C-01_LF,XZI113C-01_LF    H-100C ,HOT
33594,XZI113C-02_LF,XZI113C-02_LF    H-100C ,HOT
33595,XZI113C-03_LF,XZI113C-03_LF    H-100C ,HOT
33596,XZI113C-04_LF,XZI113C-04_LF    H-100C ,HOT
33597,XZI113C-05_LF,XZI113C-05_LF    H-100C ,HOT
33598,XZI113C-06_LF,XZI113C-06_LF    H-100C ,HOT
33599,XZI113C-07_LF,XZI113C-07_LF    H-100C ,HOT
33600,XZI113C-08_LF,XZI113C-08_LF    H-100C ,HOT
33601,XZI113C-09_LF,XZI113C-09_LF    H-100C ,HOT
33602,XZI113C-10_LF,XZI113C-10_LF    H-100C ,HOT
33603,XZOL101C_LF,XZOL101C_LF      H-100C ,HOT
33604,XZOL104C_LF,XZOL104C_LF      H-100C ,HOT
33605,XZOL105C_LF,XZOL105C_LF      H-100C ,HOT
33606,XZOL106C_LF,XZOL106C_LF      H-100C ,HOT
33607,XZOL107C_LF,XZOL107C_LF      H-100C ,HOT
33608,XZOL108C_LF,XZOL108C_LF      H-100C ,HOT
33609,XZOL109C_LF,XZOL109C_LF      H-100C ,HOT
33610,XZOL110C_LF,XZOL110C_LF      H-100C ,HOT
33611,XZOL111C_LF,XZOL111C_LF      H-100C ,HOT
33612,XZOL112C-01_LF,XZOL112C-01_LF   H-100C ,HOT
33613,XZOL112C-02_LF,XZOL112C-02_LF   H-100C ,HOT
33614,XZOL112C-03_LF,XZOL112C-03_LF   H-100C ,HOT
33615,XZOL112C-04_LF,XZOL112C-04_LF   H-100C ,HOT
33616,XZOL112C-05_LF,XZOL112C-05_LF   H-100C ,HOT
33617,XZOL112C-06_LF,XZOL112C-06_LF   H-100C ,HOT
33618,XZOL112C-07_LF,XZOL112C-07_LF   H-100C ,HOT
33619,XZOL112C-08_LF,XZOL112C-08_LF   H-100C ,HOT
33620,XZOL112C-09_LF,XZOL112C-09_LF   H-100C ,HOT
33621,XZOL112C-10_LF,XZOL112C-10_LF   H-100C ,HOT
33622,XZOL114C_LF,XZOL114C_LF      H-100C ,HOT
33623,XZOL115C_LF,XZOL115C_LF      H-100C ,HOT
33624,XZOL-116C,XZOL-116C        H-100C ,HOT
33625,XZOL116C_LF,XZOL116C_LF      H-100C ,HOT
33626,XZOL-117C,XZOL-117C        H-100C ,HOT
33627,XZOL117C_LF,XZOL117C_LF      H-100C ,HOT
33628,XZR113C-01_LF,XZR113C-01_LF    H-100C ,HOT
33629,XZR113C-02_LF,XZR113C-02_LF    H-100C ,HOT
33630,XZR113C-03_LF,XZR113C-03_LF    H-100C ,HOT
33631,XZR113C-04_LF,XZR113C-04_LF    H-100C ,HOT
33632,XZR113C-05_LF,XZR113C-05_LF    H-100C ,HOT
33633,XZR113C-06_LF,XZR113C-06_LF    H-100C ,HOT
33634,XZR113C-07_LF,XZR113C-07_LF    H-100C ,HOT
33635,XZR113C-08_LF,XZR113C-08_LF    H-100C ,HOT
33636,XZR113C-09_LF,XZR113C-09_LF    H-100C ,HOT
33637,XZR113C-10_LF,XZR113C-10_LF    H-100C ,HOT
33638,HS118C-BSA_LF,HS118C-BSA_LF    H-100C ,HOT
33639,HS118C-BSB_LF,HS118C-BSB_LF    H-100C ,HOT
33640,HS118C-BSC_LF,HS118C-BSC_LF    H-100C ,HOT
33641,XA144C,XA144C           BNR VAL,HOT
33642,SCS0219-ASO,SCS0219-ASO      SCS0219,HOT
33643,TPAHH132C,TPAHH132C        FLUE GA,HOT
33644,XA140C-B2_LF,XA140C-B2_LF     H-100C ,HOT
33645,XA140C-H2_LF,XA140C-H2_LF     H-100C ,HOT
33646,XATAHH127C-B2_LF,XATAHH127C-B2_LF H-100C ,HOT
33647,XATAHH127C-H2_LF,XATAHH127C-H2_LF H-100C ,HOT
33648,XAH100C-FG,XAH100C-FG       FULL BL,HOT
33649,XL-158C,XL158C RDY TO OFF HORN,HOT
33650,FALL101C,H100C LIQ FEED FLOW LTRP,HOT
33651,FALL102C,H100C LIQ INDV. PASS SUM,HOT
33652,FALL107C-1,H100C DS PASS#1 FLOW LTR,HOT
33653,FALL107C-2,H100C DS PASS#2 FLOW LTR,HOT
33654,FALL107C-3,H100C DS PASS#3 FLOW LTR,HOT
33655,FALL107C-4,H100C DS PASS#4 FLOW LTR,HOT
33656,LAH101C,LAH101C          H-100C ,HOT
33657,TAPH125C,TAPH125C          H-100C,HOT
33658,PALF127C,PALF127C         H-100C ,HOT
33659,PALF129C,PALF129C         H-100C ,HOT
33660,PDALF122C,PDALF122C        H-100C ,HOT
33661,XAPIC132CAN,XAPIC132C       PRESET D,HOT
33662,HSH100C-SD1-A,H100C SD1,HOT
33663,HSH100C-SD2-AA,H100C SD2,HOT
33664,HSH100C-SD2-BA,H100C SD2 (L),HOT
33665,HS118C-BSA,EMERGENCY   ISOLATION SW,HOT
33666,HSXV116C-CL,CLOSE       XV116C,HOT
33667,HSXV116C-OP,OPEN        XV116C,HOT
33668,HSXV117C-CL,CLOSE       XV117C,HOT
33669,HSXV117C-OP,OPEN        XV117C,HOT
33670,HS148C,LAMP TEST   TLV/DV PANEL,HOT
33671,HSH100C-SD1-B,H100C SD1,HOT
33672,HSH100C-SD2-AB,H100C SD2,HOT
33673,HSH100C-SD2-BB,H100C SD2 (L),HOT
33674,HS118C-BSB,EMERGENCY   ISOLATION SW,HOT
33675,XEV106C,COMMAND TO  OPN XV106C,HOT
33676,XEV107C,COMMAND TO  CLS XV107C,HOT
33677,XEV108C,COMMAND TO  OPN XV108C,HOT
33678,XEV109C,COMMAND TO  OPN XV109C,HOT
33679,XEV110C,COMMAND TO  OPN XV110C,HOT
33680,XEV111C,COMMAND TO  CLS XV111C,HOT
33681,HSH100C-SD1-C,H100C SD1,HOT
33682,HSH100C-SD2-AC,H100C SD2,HOT
33683,HSH100C-SD2-BC,H100C SD2 (L),HOT
33684,HS118C-BSC,EMERGENCY   ISOLATION SW,HOT
33685,BE102C-01,FLAME STATUSSUP BNR#1,HOT
33686,BE102C-02,FLAME STATUSSUP BNR#2,HOT
33687,BE102C-03,FLAME STATUSSUP BNR#3,HOT
33688,BE102C-04,FLAME STATUSSUP BNR#4,HOT
33689,BE102C-05,FLAME STATUSSUP BNR#5,HOT
33690,BE102C-06,FLAME STATUSSUP BNR#6,HOT
33691,BE102C-07,FLAME STATUSSUP BNR#7,HOT
33692,BE102C-08,FLAME STATUSSUP BNR#8,HOT
33693,BE102C-09,FLAME STATUSSUP BNR#9,HOT
33694,BE102C-10,FLAME STATUSSUP BNR#10,HOT
33695,XZCL101C,XV101C LIMIT SW (CLS),HOT
33696,XZOL101C,XV101C LIMIT SW (OPN),HOT
33697,XZCL104C,XV104C LIMIT SW (CLS),HOT
33698,XZOL104C,XV104C LIMIT SW (OPN),HOT
33699,XZCL105C,XV105C LIMIT SW (CLS),HOT
33700,XZOL105C,XV105C LIMIT SW (OPN),HOT
33701,XZCL106C,XV106C LIMIT SW (CLS),HOT
33702,XZOL106C,XV106C LIMIT SW (OPN),HOT
33703,XZCL107C,XV107C LIMIT SW (CLS),HOT
33704,XZOL107C,XV107C LIMIT SW (OPN),HOT
33705,XZCL108C,XV108C LIMIT SW (CLS),HOT
33706,XZOL108C,XV108C LIMIT SW (OPN),HOT
33707,XZCL109C,XV109C LIMIT SW (CLS),HOT
33708,XZOL109C,XV109C LIMIT SW (OPN),HOT
33709,XZCL110C,XV110C LIMIT SW (CLS),HOT
33710,XZOL110C,XV110C LIMIT SW (OPN),HOT
33711,XZCL111C,XV111C LIMIT SW (CLS),HOT
33712,XZOL111C,XV111C LIMIT SW (OPN),HOT
33713,XZCL112C-01,XV112C01 LM SW (CLS),HOT
33714,XZOL112C-01,XV112C01 LM SW (OPN),HOT
33715,XZCL112C-02,XV112C02 LM SW (CLS),HOT
33716,XZOL112C-02,XV112C02 LM SW (OPN),HOT
33717,XZCL112C-03,XV112C03 LM SW (CLS),HOT
33718,XZOL112C-03,XV112C03 LM SW (OPN),HOT
33719,XZCL112C-04,XV112C04 LM SW (CLS),HOT
33720,XZOL112C-04,XV112C04 LM SW (OPN),HOT
33721,XZCL112C-05,XV112C05 LM SW (CLS),HOT
33722,XZOL112C-05,XV112C05 LM SW (OPN),HOT
33723,XZCL112C-07,XV112C07 LM SW (CLS),HOT
33724,XZOL112C-07,XV112C07 LM SW (OPN),HOT
33725,XZCL112C-08,XV112C08 LM SW (CLS),HOT
33726,XZOL112C-08,XV112C08 LM SW (OPN),HOT
33727,XZCL112C-09,XV112C09 LM SW (CLS),HOT
33728,XZOL112C-09,XV112C09 LM SW (OPN),HOT
33729,XZCL112C-10,XV112C10 LM SW (CLS),HOT
33730,XZOL112C-10,XV112C10 LM SW (OPN),HOT
33731,XZI113C-01,IGN'R BNR#1 (INSERTED),HOT
33732,XZR113C-01,IGN'R BNR#1 (RETR),HOT
33733,XZI113C-02,IGN'R BNR#2 (INSERTED),HOT
33734,XZR113C-02,IGN'R BNR#2 (RETR),HOT
33735,XZI113C-03,IGN'R BNR#3 (INSERTED),HOT
33736,XZR113C-03,IGN'R BNR#3 (RETR),HOT
33737,XZI113C-04,IGN'R BNR#4 (INSERTED),HOT
33738,XZR113C-04,IGN'R BNR#4 (RETR),HOT
33739,XZI113C-05,IGN'R BNR#5 (INSERTED),HOT
33740,XZR113C-05,IGN'R BNR#5 (RETR),HOT
33741,XZI113C-06,IGN'R BNR#6 (INSERTED),HOT
33742,XZR113C-06,IGN'R BNR#6 (RETR),HOT
33743,XZI113C-07,IGN'R BNR#7 (INSERTED),HOT
33744,XZR113C-07,IGN'R BNR#7 (RETR),HOT
33745,XZI113C-08,IGN'R BNR#8 (INSERTED),HOT
33746,XZR113C-08,IGN'R BNR#8 (RETR),HOT
33747,XZI113C-09,IGN'R BNR#9 (INSERTED),HOT
33748,XZR113C-09,IGN'R BNR#9 (RETR),HOT
33749,XZI113C-10,IGN'R BNR#10(INSERTED),HOT
33750,XZR113C-10,IGN'R BNR#10(RETR),HOT
33751,XZCL114C,XV114C LIMIT SW (CLS),HOT
33752,XZOL114C,XV114C LIMIT SW (OPN),HOT
33753,XZCL115C,XV115C LIMIT SW (CLS),HOT
33754,XZOL115C,XV115C LIMIT SW (OPN),HOT
33755,XZCL116C,XV116C LIMIT SW (CLS),HOT
33756,XZOL116C,XV116C LIMIT SW (OPN),HOT
33757,XZCL117C,XV117C LIMIT SW (CLS),HOT
33758,XZOL117C,XV117C LIMIT SW (OPN),HOT
33759,XZE116C,CG TO       TRANSFER LIN,HOT
33760,XZE117C,DECOKE EFFL FRM FURN,HOT
33761,XZCL112C-06,XV112C06 LM SW (CLS),HOT
33762,XZOL112C-06,XV112C06 LM SW (OPN),HOT
33763,BX101C-01,COMMAND TO  IGN'R BNR#1,HOT
33764,BX101C-02,COMMAND TO  IGN'R BNR#2,HOT
33765,BX101C-03,COMMAND TO  IGN'R BNR#3,HOT
33766,BX101C-04,COMMAND TO  IGN'R BNR#4,HOT
33767,BX101C-05,COMMAND TO  IGN'R BNR#5,HOT
33768,BX101C-06,COMMAND TO  IGN'R BNR#6,HOT
33769,BX101C-07,COMMAND TO  IGN'R BNR#7,HOT
33770,BX101C-08,COMMAND TO  IGN'R BNR#8,HOT
33771,BX101C-09,COMMAND TO  IGN'R BNR#9,HOT
33772,BX101C-10,COMMAND TO  IGN'R BNR#10,HOT
33773,XEV101C,COMMAND TO  OPN  XV101C,HOT
33774,XEV104C,COMMAND TO  OPN XV104C,HOT
33775,XEV105C,COMMAND TO  OPN XV105C,HOT
33776,XSXV116C-CL,COMMAND TO  CLS XV116C,HOT
33777,XSXV116C-OP,COMMAND TO  OPEN XV116C,HOT
33778,XSXV116C-EN,COMMAND TO  OPER XV116C,HOT
33779,XSXV117C-CL,COMMAND TO  CLS XV117C,HOT
33780,XSXV117C-OP,COMMAND TO  OPEN XV117C,HOT
33781,XSXV117C-EN,COMMAND TO  OPER XV117C,HOT
33782,XATAHH127C-H2,H100C BOX   PRESS (HORN),HOT
33783,XATAHH127C-B2,H100C BOX   PRESS (BEC~),HOT
33784,XEV112C-01,COMMAND     OPN XV112C01,HOT
33785,XEV112C-02,COMMAND     OPN XV112C02,HOT
33786,XEV112C-03,COMMAND     OPN XV112C03,HOT
33787,XEV112C-04,COMMAND     OPN XV112C04,HOT
33788,XEV112C-05,COMMAND     OPN XV112C05,HOT
33789,XEV112C-07,COMMAND     OPN XV112C07,HOT
33790,XEV112C-08,COMMAND     OPN XV112C08,HOT
33791,XEV112C-09,COMMAND     OPN XV112C09,HOT
33792,XEV112C-10,COMMAND     OPN XV112C10,HOT
33793,XEV113C-01,COMMAND TO  IGN BNR#1,HOT
33794,XEV113C-02,COMMAND TO  IGN BNR#2,HOT
33795,XEV112C-06,COMMAND     OPN XV112C06,HOT
33796,XEV113C-03,COMMAND TO  IGN BNR#3,HOT
33797,XEV113C-04,COMMAND TO  IGN BNR#4,HOT
33798,XEV113C-05,COMMAND TO  IGN BNR#5,HOT
33799,XEV113C-06,COMMAND TO  IGN BNR#6,HOT
33800,XEV113C-07,COMMAND TO  IGN BNR#7,HOT
33801,XEV113C-08,COMMAND TO  IGN BNR#8,HOT
33802,XEV113C-09,COMMAND TO  IGN BNR#9,HOT
33803,XEV113C-10,COMMAND TO  IGN BNR#10,HOT
33804,XEV114C,COMMAND TO  OPN XV114C,HOT
33805,XEV115C,COMMAND TO  OPN XV115C,HOT
33806,XA140C-H2,H100C READY IGN (HORN),HOT
33807,XA140C-B2,H100C READY IGN (BEACON),HOT
33808,XSC100C-SP,COMMAND TO  STOP C-100C,HOT
33809,XL116C-C,PERM. CLOSE XV116C LAMP,HOT
33810,XL116C-O,PERM. OPEN  XV116C LAMP,HOT
33811,XL117C-C,PERM. CLOSE XV117C LAMP,HOT
33812,XL117C-O,PERM. OPEN  XV117C LAMP,HOT
33813,XA140C-H,H100C READY IGN (HORN),HOT
33814,XA140C-B,H100C READY IGN (BEACON),HOT
33815,XATAHH127C-H,H100C BOX   PRESS (HORN),HOT
33816,XATAHH127C-B,H100C BOX   PRESS (BEC~),HOT
33817,FI101D,H100D TOTAL LIQ FEED,HOT
